Date,Mkt-RF,SMB,HML,RMW,CMA,RF,DGS10_Yield,S_t,VIX_Close,Unnamed: 0,ABT_Return,AOS_Return,MMM_Return
2020-02-04,0.015700000000000002,-0.0015,-0.0066,0.0034000000000000002,-0.0016,6e-05,1.61,0.0419681396213741,16.05,34.0,0.013349660770963133,0.011990289175403337,0.004142470216848647
2020-02-05,0.0097,0.0075,0.0147,0.0096,0.0066,6e-05,1.66,-0.0037272178270066,15.15,35.0,0.014961733164547587,0.023329123874667398,0.03185788181139942
2020-02-06,0.0027,-0.0058,-0.0084,-0.0002,-0.004,6e-05,1.65,0.0200393408656123,14.96,36.0,-0.0010054226424937977,-0.011481189196434104,0.0034438355844249955
2020-02-07,-0.0055000000000000005,-0.0083,-0.0004,-0.0021,-0.0058,6e-05,1.59,-0.0281589197189748,15.47,37.0,-0.01804482511903158,-0.030720956176999964,-0.017401275540031236
2020-02-10,0.0073,-0.0017000000000000001,-0.0089,-0.0011,-0.0051,6e-05,1.56,0.0113210557378392,15.04,40.0,0.004881689822772482,0.023768646241024524,0.0004368452691631175
2020-02-11,0.0028000000000000004,0.0034000000000000002,0.0105,0.0024,0.0033,6e-05,1.59,-0.0048484964451661,15.18,41.0,0.009804375619936105,0.023216789214355323,0.014259504243456247
2020-02-12,0.0066,0.0015,-0.0034000000000000002,0.0019,0.0007000000000000001,6e-05,1.62,-0.0154164139236268,13.74,42.0,-0.0042705435852682695,0.006341896169205749,0.008275755180953106
2020-02-13,-0.0009,0.0015,0.0001,-0.0013,-0.0039000000000000003,6e-05,1.61,-0.0239531083945443,14.15,43.0,-0.0012397356774705118,-0.006569253195979586,-0.015958381362149592
2020-02-14,0.0015,-0.005699999999999999,-0.0066,-0.0024,-0.003,6e-05,1.59,-0.0523290604970037,13.68,44.0,0.010990548400540588,-0.0015919030501113322,0.007793646962818775
2020-02-18,-0.0019,0.0,-0.006500000000000001,-0.0040999999999999995,-0.0068000000000000005,6e-05,1.55,-0.0351965997258721,14.83,48.0,-0.008737693970025155,0.0011373185778851742,-0.013317119647480363
2020-02-19,0.006,0.0019,0.0004,0.0018,-0.0024,6e-05,1.56,-0.0821573548313926,14.38,49.0,0.005385970641678375,0.0027246962237569825,0.002891068857626773
2020-02-20,-0.0034999999999999996,0.0063,0.0068000000000000005,0.0016,-0.0004,6e-05,1.52,-0.0452424585431385,15.56,50.0,-0.010122727541057077,0.009478910032068714,-0.004907020479749654
2020-02-21,-0.011200000000000002,-0.0005,-0.0001,-0.0018,0.0037,6e-05,1.46,-0.0642533697462573,17.08,51.0,-0.011483312194795377,-0.009705613709988674,-0.010333375911049018
2020-02-24,-0.0339,0.0015,0.0001,-0.0034000000000000002,0.0022,6e-05,1.38,-0.0504144923087016,25.03,54.0,-0.03277837390366531,-0.02876066895610998,-0.02830757543118164
2020-02-25,-0.030899999999999997,-0.0036,-0.0068000000000000005,-0.0064,-0.0004,6e-05,1.33,-0.0572364665831932,27.85,55.0,-0.04223594992191508,-0.045120679605059104,-0.03808057544353795
2020-02-26,-0.0053,-0.0075,-0.012,-0.0048,-0.0018,6e-05,1.33,-0.0974740056368665,27.56,56.0,0.0028311865915534935,-0.033522670031713546,0.014265770700673417
2020-02-27,-0.042199999999999994,0.0072,0.0005,-0.0040999999999999995,-0.0001,6e-05,1.3,-0.0917014888963346,39.16,57.0,-0.02703420323790747,0.01304578146622763,0.008023746469108061
2020-02-28,-0.0078000000000000005,0.001,-0.008,0.0026,-0.0051,6e-05,1.13,-0.0837195589581356,40.11,58.0,-0.02765520360322543,-0.014309079590728604,-0.006145613271453412
2020-03-02,0.0431,-0.0191,-0.0043,-0.0053,0.0043,6e-05,1.1,-0.1164656213589118,33.42,61.0,0.05775707259246323,0.03600630672441361,0.02501301900966255
2020-03-03,-0.0279,0.0068000000000000005,-0.0063,-0.0044,0.0033,6e-05,1.02,-0.1917326043720951,36.82,62.0,-0.045371069923507375,-0.057732259643818576,-0.05218135938794083
2020-03-04,0.0403,-0.012199999999999999,-0.011699999999999999,0.0007000000000000001,0.0028000000000000004,6e-05,1.02,-0.200535239603873,31.99,63.0,0.05123543174152495,0.047189077108642924,0.05843533459730216
2020-03-05,-0.0338,-0.0015,-0.013999999999999999,-0.009000000000000001,0.0006,6e-05,0.92,-0.0414495471116899,39.62,64.0,-0.01931046513489229,0.025792293023663763,-0.01683145719786272
2020-03-06,-0.0178,-0.0021,-0.0149,0.0069,0.0034999999999999996,6e-05,0.74,0.0004346861566335,41.94,65.0,0.015037762536281609,0.02514344986622467,0.014685919402660645
2020-03-09,-0.0779,-0.013300000000000001,-0.047599999999999996,0.0007000000000000001,0.0046,6e-05,0.54,-0.0839723438026408,54.46,68.0,-0.05947860872406236,-0.041612898922912055,-0.06444718233940014
2020-03-10,0.047400000000000005,-0.023799999999999998,0.008,0.0053,0.0006,6e-05,0.76,-0.166125709400668,47.3,69.0,0.04890184018121829,0.029831417383345004,0.06216694639653329
2020-03-11,-0.050499999999999996,-0.0104,-0.008,0.0002,0.0009,6e-05,0.82,-0.0872173838173914,53.9,70.0,-0.035104620081615086,-0.05405393161166294,-0.04033316643894157
2020-03-12,-0.09630000000000001,-0.0106,-0.011699999999999999,-0.0033,-0.0016,6e-05,0.88,0.0053009898334065,75.47,71.0,-0.04384677458308965,-0.031514784700982346,-0.09736324218409986
2020-03-13,0.08960000000000001,-0.0203,0.030299999999999997,0.012,0.0034999999999999996,6e-05,0.94,-0.1222209218384735,57.83,72.0,0.08842629434079795,0.06883819625385075,0.05887053298089545
2020-03-16,-0.12,-0.008199999999999999,-0.0073,0.004699999999999999,0.0138,6e-05,0.73,-0.0584413480370788,82.69,75.0,-0.10298176307135101,-0.08812993590685154,-0.07906103403257747
2020-03-17,0.0587,0.0045000000000000005,-0.006,-0.0059,-0.0021,6e-05,1.02,-0.1188426861538495,75.91,76.0,0.07617114530174007,0.029566837544109284,0.026608109588782517
2020-03-18,-0.0556,-0.0455,-0.046900000000000004,0.0009,0.0006,6e-05,1.18,-0.151339942875979,76.45,77.0,-0.0028973605285801157,-0.018051060984016185,0.019008782739205084
2020-03-19,0.0131,0.0572,0.008199999999999999,-0.0131,-0.0169,6e-05,1.12,-0.1216913959416759,72.0,78.0,-0.061934143025021794,-0.04198283684247031,0.003569712599670907
2020-03-20,-0.0415,0.0023,-0.0089,-0.0095,-0.0113,6e-05,0.92,-0.289650674458394,66.04,79.0,-0.0912918134943808,-0.05867608875349736,-0.09626324095283552
2020-03-23,-0.0255,0.0173,-0.0329,0.0033,-0.010700000000000001,6e-05,0.76,-0.0172523473884206,61.59,82.0,-0.0792340911321861,0.02416632496589799,-0.057851053523026434
2020-03-24,0.0934,-0.0029,0.023700000000000002,0.004699999999999999,0.0017000000000000001,6e-05,0.84,-0.1785583916554401,61.67,83.0,0.10378352771942785,0.024692761290644964,0.11865929781261354
2020-03-25,0.0118,-0.0021,0.0191,-0.0007000000000000001,0.0025,6e-05,0.88,-0.2033891656508098,63.95,84.0,0.01509560182525138,0.010901855278535849,-0.008930517345098204
2020-03-26,0.0602,-0.0051,0.0109,-0.0062,-0.0001,6e-05,0.83,-0.1804631441319242,61.0,85.0,0.06907762659649995,0.010516286791704538,0.03466636197689604
2020-03-27,-0.0348,-0.011000000000000001,-0.0078000000000000005,-0.0111,0.0077,6e-05,0.72,-0.0687033144548018,65.54,86.0,-0.0166261773524175,-0.011601139573286063,-0.02182543509626685
2020-03-30,0.0316,-0.0076,-0.0209,-0.0028000000000000004,-0.0013,6e-05,0.7,-0.1057127988993185,57.08,89.0,0.062138464931975564,0.0463965722980119,0.03321586787031471
2020-03-31,-0.0144,0.015300000000000001,-0.0037,0.004,-0.0005,6e-05,0.7,-0.1406208928263503,53.54,90.0,-0.005434382274064036,-0.02067852063573455,-0.008970229747697352
2020-04-01,-0.045,-0.0199,-0.0139,0.0021,0.0022,0.0,0.62,-0.0725084007573688,57.06,91.0,-0.03010263064265644,-0.05994681997379001,-0.0249963216042477
2020-04-02,0.021,-0.0097,-0.0028000000000000004,-0.0024,0.008100000000000001,0.0,0.63,-0.2028309141768548,50.91,92.0,0.03679645919263434,0.00922383724157432,0.03520001447740633
2020-04-03,-0.016399999999999998,-0.0138,-0.0118,-0.0023,0.0037,0.0,0.62,-0.1695463050611548,46.8,93.0,0.00012592065003074355,-0.0019491396775877243,-0.030329908060213778
2020-04-06,0.0706,0.011699999999999999,0.0031,0.0129,-0.008,0.0,0.67,-0.1096437111681672,45.24,96.0,0.040454455710836786,0.06345740005208259,0.05035846200087179
2020-04-07,-0.0011,0.0011,0.0208,0.009000000000000001,-0.0034000000000000002,0.0,0.75,-0.1091155782256088,46.7,97.0,-0.009716965043599736,0.03698441673742064,0.027341367909971943
2020-04-08,0.034,0.0084,0.0129,0.0046,-0.0009,0.0,0.77,-0.1262575901352697,43.35,98.0,0.03619740666845589,0.014021053123588647,0.029907949335917314
2020-04-09,0.0159,0.024300000000000002,0.0316,-0.0088,-0.0006,0.0,0.73,-0.142100304003345,41.67,99.0,0.01274946021008105,-0.0002488877646317711,-0.008154446905103871
2020-04-13,-0.0092,-0.014499999999999999,-0.0241,-0.0049,0.0003,0.0,0.76,-0.1741821815377295,41.17,103.0,-0.002210477980909531,-0.014529247962547537,-0.009382259177204755
2020-04-14,0.0302,-0.0072,-0.0316,0.0026,-0.0033,0.0,0.76,-0.1195695235999474,37.76,104.0,0.041808576218943246,0.025904394343144992,0.025225595536295137
2020-04-15,-0.0215,-0.0195,-0.0255,-0.004,-0.0022,0.0,0.63,-0.0710092647881702,40.84,105.0,0.01999201203205549,-0.014613212801268517,-0.033731542238976724
2020-04-16,0.0062,-0.008,-0.0297,-0.0029,-0.003,0.0,0.61,0.0508948720968424,40.11,106.0,0.054147996408869685,-0.004501227154275232,-0.0017927139492519264
2020-04-17,0.027200000000000002,0.0151,0.0277,-0.0015,-0.0002,0.0,0.65,-0.0827004416401195,38.15,107.0,0.00010437132653017972,0.02914516740339661,0.010708466852761143
2020-04-20,-0.015600000000000001,0.0039000000000000003,-0.0091,-0.0175,-0.0039000000000000003,0.0,0.63,-0.24016836389059,43.83,110.0,0.020514738660030764,-0.017929965919085907,-0.019233320273604318
2020-04-21,-0.0308,0.009300000000000001,0.0016,0.0027,0.0040999999999999995,0.0,0.58,-0.0854544433692706,45.41,111.0,-0.041140818278366784,-0.04123505229462685,-0.014301074238091925
2020-04-22,0.0231,-0.0088,-0.016399999999999998,0.001,0.0004,0.0,0.63,-0.0751815832047178,41.98,112.0,0.01509024684686157,0.0012903605685749902,0.013883308154613706
2020-04-23,0.0013,0.0126,0.0054,0.0054,-0.0024,0.0,0.61,0.1203927023321562,41.38,113.0,-0.016260221731676808,0.022191855118116745,0.005001094357356657
2020-04-24,0.0144,0.0023,-0.0013,-0.0018,0.0015,0.0,0.6,-0.0887222105158231,35.93,114.0,0.0012762442218462013,0.01874363471564377,0.018330407351066343
2020-04-27,0.0173,0.0215,0.0271,-0.0013,0.0014000000000000002,0.0,0.67,-0.1568275763428959,33.29,117.0,0.00941767980669772,0.05162752799493702,0.044244410165466735
2020-04-28,-0.0045000000000000005,0.0172,0.0285,0.013500000000000002,0.0074,0.0,0.62,0.0314258251612016,33.57,118.0,-0.03744875882753376,0.019327779571998157,0.025446199666699018
2020-04-29,0.0292,0.0231,0.02,0.0123,-0.0086,0.0,0.63,0.0034879759482752,31.23,119.0,0.008925661798268309,0.021565379773211043,-0.008602095057002473
2020-04-30,-0.0118,-0.020499999999999997,-0.0169,0.0064,-0.0003,0.0,0.64,0.0099492224301104,34.15,120.0,-0.0020608902017293525,-0.038875764481909346,-0.02816715924700255
2020-05-01,-0.0291,-0.0089,-0.0096,-0.0036,0.0034999999999999996,0.0,0.64,-0.0772816236438421,37.19,121.0,-0.024624743138696486,-0.017375312575390774,-0.022096012579522085
2020-05-04,0.0054,-0.0012,-0.0127,-0.0076,-0.0045000000000000005,0.0,0.64,-0.0256200936376048,35.97,124.0,-0.00022269584358798034,0.007891971845777366,-0.0013468045767044193
2020-05-05,0.0095,-0.0029,-0.0202,-0.0049,-0.0051,0.0,0.66,0.0247459268388154,33.61,125.0,0.03500305006112222,0.004278478582038179,-0.0065575682019642706
2020-05-06,-0.0052,0.0011,-0.027000000000000003,0.0022,-0.005699999999999999,0.0,0.72,-0.0684257671732754,34.12,126.0,-0.021183671732851794,0.03473148550556219,-0.008378172971829674
2020-05-07,0.013300000000000001,0.0015,0.0040999999999999995,-0.0012,-0.006,0.0,0.63,-0.0534405447913089,31.44,127.0,0.03144971329564119,-0.007819735490300269,-0.0031513954613503563
2020-05-08,0.019,0.0189,0.0246,0.0084,0.0042,0.0,0.69,-0.0312040074344675,27.98,128.0,-0.003090131275310702,0.033601369856543786,0.018828137313623265
2020-05-11,0.0007000000000000001,-0.0021,-0.0378,-0.0084,-0.0004,0.0,0.73,-0.0253624655945288,27.57,131.0,0.024979207279763584,-0.019159948185905877,-0.01889675134943349
2020-05-12,-0.0206,-0.0111,-0.013600000000000001,-0.0060999999999999995,-0.0003,0.0,0.69,-0.0570304017343637,33.04,132.0,-0.023912256252465302,-0.04325246911888026,-0.029314372298933244
2020-05-13,-0.0189,-0.014199999999999999,-0.0209,-0.0007000000000000001,-0.0027,0.0,0.64,-0.0086954528873961,35.28,133.0,-0.017638640935209764,-0.05119308564746466,-0.03890428315666407
2020-05-14,0.011399999999999999,-0.0108,0.009399999999999999,0.0060999999999999995,0.0016,0.0,0.63,-0.0482278883173366,32.61,134.0,-0.004131782580062091,0.007475818886968678,-0.0009555267168366763
2020-05-15,0.005699999999999999,0.0134,-0.0115,0.0,-0.0077,0.0,0.64,0.0281109353763326,31.89,135.0,-0.020807734531605067,0.0032219785198726093,0.019659956060017057
2020-05-18,0.032400000000000005,0.0265,0.0461,0.0167,0.0032,0.0,0.73,0.0127926132952836,29.3,138.0,0.004218380972992851,0.07368368960688738,0.07351552875066104
2020-05-19,-0.0101,-0.0075,-0.0149,0.0051,-0.0059,0.0,0.7,-0.046280768202696,30.53,139.0,-0.02297148691527521,-0.035567582515321834,-0.005980174821866185
2020-05-20,0.018000000000000002,0.012199999999999999,0.0132,-0.0025,-0.0026,0.0,0.68,-0.0002729761554245,27.99,140.0,0.020975427066654614,0.01136910797707179,0.008723112213523418
2020-05-21,-0.006999999999999999,0.0074,0.004,0.0015,0.0004,0.0,0.68,0.0343755729510534,29.53,141.0,0.0033246178537434975,0.005167792783262659,-0.016325885043184874
2020-05-22,0.0027,0.0026,-0.0085,-0.0055000000000000005,-0.0034000000000000002,0.0,0.66,-0.0508051421981271,28.16,142.0,0.011877435897599434,-0.010835993154595918,0.004311323698687782
2020-05-26,0.0123,0.0123,0.045599999999999995,0.0104,0.0059,0.0,0.69,-0.0306569084231166,28.01,146.0,-0.021995771147330676,0.059983191792555526,0.037790889592764394
2020-05-27,0.0154,0.014199999999999999,0.0362,0.0077,0.0036,0.0,0.68,-0.0309040209731734,27.62,147.0,0.014203309453582589,0.05172823762053715,0.03913733749558354
2020-05-28,-0.0040999999999999995,-0.0207,-0.024300000000000002,-0.0024,0.0009,0.0,0.7,0.0266259889039908,28.59,148.0,0.01465630345475702,-0.013219740226143632,-0.008445273818453704
2020-05-29,0.006,-0.0079,-0.0197,-0.0032,-0.0038,0.0,0.65,0.0221353466486084,27.51,149.0,0.030159252182900914,0.019343800854585317,-0.002426123829005593
2020-06-01,0.0052,0.0026,0.0042,-0.0001,-0.0014000000000000002,0.0,0.66,-0.0004007416473547,28.23,152.0,-0.020327075563712414,-0.003796660517878266,-0.0055125520081325
2020-06-02,0.008100000000000001,0.0006,0.0054,0.0014000000000000002,0.0026,0.0,0.68,0.0296342775814967,26.84,153.0,-0.004201855353276726,0.011764517383215682,0.01315375799814797
2020-06-03,0.0141,0.0075,0.0262,0.0073,0.0017000000000000001,0.0,0.77,0.0341255075322937,25.66,154.0,-0.013260002050534143,0.04032093972088612,0.0223942196026058
2020-06-04,-0.0034000000000000002,0.005,0.028900000000000002,0.0098,0.0063,0.0,0.82,0.0065694574592089,25.81,155.0,-0.03507171066353821,0.014339975807999224,0.008277828791295586
2020-06-05,0.025,0.010700000000000001,0.0276,0.0073,0.0005,0.0,0.91,0.0866399020010093,24.52,156.0,0.01807935388373774,0.027885294803860358,0.029460108038462607
2020-06-08,0.0139,0.0067,0.0208,-0.0048,0.005699999999999999,0.0,0.88,0.0583632749256815,25.81,159.0,0.02960411405634574,-0.021773596226641434,-0.0032309515994187006
2020-06-09,-0.0085,-0.0078000000000000005,-0.0192,-0.0004,-0.004699999999999999,0.0,0.84,0.0120928832265136,27.57,160.0,-0.025051912155654405,-0.03215487111483951,-0.0010190514353796728
2020-06-10,-0.005600000000000001,-0.018000000000000002,-0.040999999999999995,-0.0033,-0.005,0.0,0.75,0.0676125381122735,27.57,161.0,0.020721136138674375,-0.018021999420388325,-0.016939488265451514
2020-06-11,-0.0591,-0.0146,-0.0305,-0.0019,-0.0023,0.0,0.66,0.0814245340368887,40.79,162.0,-0.04869248758540599,-0.03298277628814053,-0.07287888769924053
2020-06-12,0.0129,0.0078000000000000005,0.0183,0.0013,0.001,0.0,0.71,0.024712863782782,36.09,163.0,0.014027099588442251,0.0027726319379106907,0.016208630145622002
2020-06-15,0.011000000000000001,0.014499999999999999,-0.004,-0.0074,-0.0024,0.0,0.71,0.081995138133168,34.4,166.0,0.005936460464450009,0.014799497084146391,0.018298512291291463
2020-06-16,0.0187,0.006,0.0051,0.0062,0.0013,0.0,0.75,0.1169037894796184,33.67,167.0,0.0021191903009879455,0.004814903695207026,0.012224390494382157
2020-06-17,-0.004,-0.0132,-0.019799999999999998,-0.005600000000000001,-0.0024,0.0,0.74,0.0553050231865805,33.47,168.0,0.012843463014138365,-0.003975862055085782,-0.002822054805716851
2020-06-18,0.0019,0.0002,-0.0053,-0.004,-0.0026,0.0,0.71,0.0427212484026086,32.94,169.0,-0.006844050534343134,0.005019952572151173,-6.30180899134794e-05
2020-06-19,-0.0045000000000000005,-0.0013,-0.006500000000000001,-0.0073,-0.0019,0.0,0.7,0.0413145671112342,35.12,170.0,0.004421037633194642,-0.013442920104138,-0.006680045811094653
2020-06-22,0.0070999999999999995,0.0049,-0.0138,-0.0034000000000000002,-0.0052,0.0,0.71,0.0862345592444993,31.77,173.0,-0.0037566116029440354,-0.0021167861709400298,-0.009274625377607815
2020-06-23,0.0042,0.0023,-0.0060999999999999995,0.006,-0.001,0.0,0.72,0.0869673906465672,31.37,174.0,0.010570482439679023,0.005916200912603931,0.007312671172293153
2020-06-24,-0.026099999999999998,-0.006999999999999999,-0.013500000000000002,-0.0009,0.0027,0.0,0.69,0.106148830804414,33.84,175.0,-0.04480030551100956,-0.05099424204937077,-0.03625505848980501
2020-06-25,0.011200000000000002,0.0034000000000000002,0.005,-0.0079,0.0016,0.0,0.68,0.0843900567563372,32.22,176.0,0.026227983051557123,-0.008236048193986023,0.015966867565675977
2020-06-26,-0.024399999999999998,-0.002,-0.0141,0.0001,0.0063,0.0,0.64,0.1302726889813861,34.73,177.0,-0.010205809672492483,-0.006502897318592668,-0.013998044410328644
2020-06-29,0.0151,0.0148,0.0184,0.0148,0.0036,0.0,0.64,0.1134366870996168,31.78,180.0,0.0033758741392879155,0.04379623001847945,0.019799959729155363
2020-06-30,0.0158,0.0,0.0002,-0.004,-0.0031,0.0,0.66,0.0716186066408448,30.43,181.0,0.02682516391196876,0.014536221205000949,0.002696285831189963
2020-07-01,0.0040999999999999995,-0.0171,-0.0256,-0.004,-0.0123,1e-05,0.69,0.0785821500387777,28.62,182.0,0.002294097010267681,-0.01755555717042546,-0.00359642954736046
2020-07-02,0.005,0.0001,-0.0013,0.0042,0.0015,1e-05,0.68,0.1102946095951862,27.68,183.0,0.006417577519677873,0.02179119097108744,0.01030498255925736
2020-07-06,0.0165,-0.0068000000000000005,0.0033,0.0026,0.0002,1e-05,0.69,0.1017692281984754,27.94,187.0,0.007991497426311056,0.015100999367612757,0.0067268946239592165
2020-07-07,-0.0103,-0.0098,-0.0148,-0.011000000000000001,-0.0009,1e-05,0.65,0.0869350933805674,29.43,188.0,-0.005500687270200994,-0.002918454986836486,-0.020964274804512982
2020-07-08,0.0091,0.0007000000000000001,-0.0046,-0.0042,-0.0026,1e-05,0.67,0.0742191845385407,28.08,189.0,0.0012970200230771546,-0.0012535644266237383,-0.001551378491495513
2020-07-09,-0.0053,-0.015700000000000002,-0.026099999999999998,-0.0032,-0.0054,1e-05,0.62,0.0962309912812402,29.26,190.0,0.01170471742667602,-0.005659913503727083,-0.020456363386446578
2020-07-10,0.0111,0.0068000000000000005,0.0305,0.0085,0.0019,1e-05,0.65,0.1229344274993726,27.29,191.0,-0.006748497731126438,0.014608099171700134,0.009201647718549475
2020-07-13,-0.012,-0.0029,0.0204,0.010700000000000001,0.0111,1e-05,0.64,0.1112055540008946,32.19,194.0,0.0005371781455126216,0.004134759397999183,0.012676685132672673
2020-07-14,0.013500000000000002,0.0039000000000000003,-0.0028000000000000004,-0.0002,0.0051,1e-05,0.63,0.1160934443687702,29.52,195.0,0.02228852220149639,0.02967677825556257,0.023873043988836565
2020-07-15,0.011399999999999999,0.027000000000000003,0.0126,0.0017000000000000001,0.0007000000000000001,1e-05,0.64,0.0913551093404934,27.76,196.0,0.019943115981043553,0.013922660974418022,0.0049708559858063165
2020-07-16,-0.0037,-0.0015,0.008100000000000001,0.0025,0.0034999999999999996,1e-05,0.62,0.1127519214737492,28.0,197.0,-0.003417404675081084,0.0035487251537612684,0.007316286903276426
2020-07-17,0.003,-0.0016,-0.0143,-0.0108,0.0003,1e-05,0.64,0.1114867550140812,25.68,198.0,0.029135661666105206,-0.005526059456926665,-0.004183077642618034
2020-07-20,0.0101,-0.011200000000000002,-0.0236,-0.008199999999999999,-0.0121,1e-05,0.62,0.1234737550434937,24.46,201.0,-0.001714395784866698,-0.000593758031554412,-0.02188604081385958
2020-07-21,0.0016,0.0149,0.0323,0.005,0.0092,1e-05,0.61,0.1345642506699571,24.84,202.0,-0.00902287916143779,0.011028015681346539,0.009103485150245814
2020-07-22,0.0049,-0.0063,-0.0038,0.0048,0.0001,1e-05,0.6,0.1346244281374722,24.32,203.0,0.02016387841073909,-0.0007838866367405845,0.005750450009879969
2020-07-23,-0.012,0.0123,0.0196,-0.0022,0.0012,1e-05,0.59,0.0866401610279549,26.08,204.0,0.006268285854799559,0.003522133983826276,0.003647665696644613
2020-07-24,-0.0075,-0.008100000000000001,0.0045000000000000005,0.0028000000000000004,0.0003,1e-05,0.59,0.0960822088791168,25.84,205.0,-0.018722042727752772,0.002146058948137523,0.003446937969593257
2020-07-27,0.0088,0.003,-0.02,-0.0019,0.001,1e-05,0.62,0.127075147274508,24.74,208.0,0.010455450859853575,0.02938292480769772,0.02104818538869305
2020-07-28,-0.008100000000000001,-0.0045000000000000005,0.0101,0.0029,0.0005,1e-05,0.59,0.1944739846518041,25.44,209.0,-0.0013009687215362854,-0.011420118110969968,-0.04966973597261486
2020-07-29,0.013500000000000002,0.006,0.0084,0.0024,0.0013,1e-05,0.58,0.1294823263428955,24.1,210.0,0.026288764703896423,0.020087813168855877,0.005905417850445748
2020-07-30,-0.0029,0.0001,-0.0183,-0.0054,-0.0013,1e-05,0.55,0.1414209902229668,24.76,211.0,-0.00970345635882265,-0.09068466767930047,-0.02678756442341903
